,edad,ocupación,est_civil,nivel_educativo,contrato_meses,Cred_hipotecario,Cred_personal,Medio_contacto,Dia,Mes,duracion_seg,cont_campaña_actual,campañas_previas,aceptacion_TC
2552,23,profesor,casado,bachillerato,58,si,no,chat,20,junio,13,10,0,no
2553,33,administrador,casado,universitario,16,si,no,celular,13,mayo,562,1,0,si
2554,36,informal,casado,bachillerato,45,si,no,celular,6,mayo,185,3,0,no
2555,49,desempleado,casado,universitario,66,no,no,celular,22,mayo,158,1,2,no
2556,34,independiente,divorciado,bachillerato,59,si,no,celular,12,mayo,515,1,5,si
2557,40,empresario,divorciado,bachillerato,38,si,no,celular,13,mayo,60,5,0,no
2558,72,pensionado,casado,primaria,28,no,no,celular,24,abril,173,2,0,no
2559,43,empresario,casado,bachillerato,61,si,no,chat,16,mayo,353,4,0,no
2560,44,informal,casado,bachillerato,19,si,no,celular,11,mayo,143,3,1,no
2561,35,independiente,casado,bachillerato,72,si,no,celular,20,abril,18,5,0,no
2562,46,independiente,divorciado,bachillerato,41,no,no,celular,18,noviembre,466,1,0,no
2563,55,independiente,casado,bachillerato,40,si,no,celular,17,abril,85,1,1,no
2564,50,empresario,divorciado,bachillerato,52,si,si,celular,24,julio,148,1,0,no
2565,23,informal,soltero,técnico,21,si,no,celular,18,mayo,123,1,0,no
2566,34,estudiante,casado,técnico,41,no,no,celular,30,abril,121,1,0,no
2567,40,informal,casado,bachillerato,20,si,si,chat,29,mayo,245,3,0,no
2568,61,pensionado,casado,bachillerato,31,no,no,celular,6,octubre,215,1,0,si
2569,53,empresario,casado,bachillerato,51,si,no,chat,15,mayo,190,6,0,no
2570,57,empresario,casado,bachillerato,25,no,no,chat,13,mayo,44,1,0,no
2571,28,informal,casado,bachillerato,54,no,no,celular,30,abril,171,1,0,no
2572,25,independiente,casado,bachillerato,35,si,no,celular,30,julio,62,12,0,no
2573,38,informal,casado,bachillerato,17,si,si,chat,20,mayo,172,1,0,no
2574,27,profesor,soltero,bachillerato,40,si,no,chat,23,mayo,78,10,0,no
2575,45,informal,casado,bachillerato,70,si,no,chat,15,mayo,319,5,0,no
2576,31,profesor,soltero,bachillerato,35,no,si,celular,2,febrero,111,1,0,no
2577,39,informal,casado,primaria,63,si,no,chat,6,mayo,158,1,0,no
2578,42,empresario,casado,bachillerato,38,no,no,celular,29,agosto,82,12,0,no
2579,46,administrador,casado,universitario,16,si,no,chat,20,mayo,128,6,0,no
2580,36,profesor,casado,bachillerato,42,si,no,chat,8,mayo,102,4,0,no
2581,30,administrador,soltero,universitario,13,si,no,chat,16,junio,124,2,0,no
2582,32,informal,casado,bachillerato,14,si,no,celular,17,abril,334,2,0,no
2583,52,empresario,casado,universitario,40,no,no,celular,28,enero,134,5,2,si
2584,31,administrador,casado,universitario,42,no,no,celular,27,abril,218,1,0,no
2585,60,administrador,casado,primaria,63,no,no,chat,9,junio,313,1,0,no
2586,35,informal,soltero,bachillerato,22,si,si,chat,6,mayo,207,3,0,no
2587,38,administrador,casado,universitario,21,si,no,chat,6,mayo,262,1,0,no
2588,46,administrador,divorciado,universitario,46,no,no,celular,19,agosto,134,2,0,no
2589,45,emprendedor,divorciado,universitario,53,si,si,chat,11,junio,197,3,0,no
2590,59,profesor,casado,bachillerato,37,si,no,celular,12,mayo,214,3,0,no
2591,34,administrador,casado,universitario,19,si,si,celular,30,julio,1165,7,0,no
2592,33,empresario,divorciado,bachillerato,71,si,no,celular,7,mayo,177,2,0,no
2593,46,administrador,soltero,bachillerato,4,si,no,chat,23,mayo,141,6,0,no
2594,48,independiente,casado,bachillerato,59,si,si,celular,29,julio,164,6,0,no
2595,31,profesor,soltero,bachillerato,47,no,no,celular,16,julio,151,1,0,no
2596,32,empresario,casado,bachillerato,15,no,no,celular,4,febrero,145,2,4,no
2597,35,informal,divorciado,primaria,33,si,no,chat,26,mayo,111,1,0,no
2598,36,informal,soltero,primaria,7,no,no,celular,2,febrero,217,1,1,no
2599,52,administrador,casado,universitario,42,si,no,celular,7,mayo,253,4,0,no
2600,45,administrador,divorciado,universitario,6,no,no,chat,18,junio,74,1,0,no
2601,34,administrador,casado,universitario,29,no,no,celular,20,agosto,263,2,0,no
2602,25,informal,casado,primaria,22,si,no,chat,3,junio,233,1,0,no
2603,26,administrador,soltero,universitario,53,no,no,celular,13,agosto,402,2,0,no
2604,57,administrador,casado,técnico,46,no,no,celular,30,septiembre,585,1,0,no
2605,48,administrador,casado,primaria,47,si,si,chat,14,mayo,145,1,0,no
2606,48,empresario,casado,técnico,5,no,no,chat,16,junio,143,5,0,no
2607,32,informal,casado,primaria,55,no,si,celular,8,julio,524,1,0,no
2608,58,pensionado,casado,bachillerato,63,no,no,celular,11,agosto,270,1,0,no
2609,57,administrador,casado,primaria,3,si,no,chat,4,junio,272,1,0,no
2610,31,emprendedor,casado,universitario,38,no,no,celular,20,noviembre,187,2,0,no
2611,33,informal,soltero,bachillerato,54,no,no,celular,18,mayo,268,2,0,no
2612,53,emprendedor,casado,universitario,59,si,si,celular,17,noviembre,183,1,0,no
2613,36,independiente,casado,bachillerato,64,si,no,celular,27,febrero,123,3,8,no
2614,32,empresario,soltero,universitario,11,si,no,celular,20,abril,20,4,0,no
2615,45,informal,casado,bachillerato,13,si,no,celular,6,febrero,232,4,1,no
2616,35,desempleado,casado,universitario,47,si,no,celular,19,noviembre,547,7,0,no
2617,41,profesor,casado,bachillerato,33,no,no,celular,21,julio,71,9,0,no
2618,54,profesor,casado,bachillerato,51,no,no,celular,31,julio,113,6,0,no
2619,49,profesor,casado,bachillerato,6,no,no,celular,8,agosto,780,4,0,si
2620,28,empresario,soltero,bachillerato,58,si,no,celular,12,mayo,246,1,1,no
2621,24,informal,soltero,técnico,72,si,no,chat,3,junio,108,12,0,no
2622,30,independiente,soltero,bachillerato,56,si,no,celular,29,enero,253,1,0,no
2623,32,independiente,casado,primaria,14,si,no,celular,6,agosto,175,1,0,no
2624,53,emprendedor,casado,universitario,44,si,no,chat,15,mayo,106,1,0,no
2625,42,informal,casado,primaria,2,si,no,celular,7,mayo,86,2,0,no
2626,48,informal,casado,primaria,26,si,no,chat,21,mayo,248,3,0,no
2627,33,empresario,casado,bachillerato,9,si,si,telefono,28,julio,265,2,0,no
2628,31,informal,divorciado,bachillerato,12,si,no,chat,26,mayo,182,5,0,no
2629,56,desempleado,divorciado,primaria,72,no,no,celular,5,febrero,916,3,0,no
2630,58,pensionado,casado,primaria,44,no,no,celular,4,agosto,506,1,0,no
2631,37,independiente,soltero,bachillerato,69,si,no,celular,20,abril,81,1,0,no
2632,59,administrador,casado,primaria,22,si,no,celular,17,abril,30,1,0,no
2633,50,administrador,soltero,universitario,52,no,no,celular,14,agosto,904,3,0,si
2634,39,amadiciembreasa,soltero,primaria,23,si,no,chat,6,mayo,699,3,0,no
2635,30,empresario,casado,bachillerato,59,si,no,celular,6,mayo,19,1,0,no
2636,47,profesor,divorciado,bachillerato,48,si,no,chat,14,mayo,389,1,0,no
2637,44,independiente,casado,bachillerato,41,no,no,celular,6,agosto,211,4,0,no
2638,38,informal,casado,primaria,17,si,no,celular,16,abril,283,1,0,no
2639,50,administrador,casado,universitario,52,no,no,celular,12,agosto,474,2,0,no
2640,27,independiente,soltero,universitario,9,si,no,celular,15,mayo,157,2,5,no
2641,73,pensionado,casado,bachillerato,38,no,no,celular,5,noviembre,509,2,0,no
2642,46,informal,casado,primaria,42,si,no,chat,7,mayo,279,1,0,no
2643,56,pensionado,divorciado,bachillerato,65,no,si,telefono,17,julio,27,1,0,no
2644,36,administrador,casado,universitario,18,no,no,celular,11,agosto,386,4,0,si
2645,33,informal,casado,primaria,33,no,no,celular,18,noviembre,679,1,0,no
2646,40,administrador,casado,universitario,49,si,no,chat,2,junio,169,1,0,no
2647,52,administrador,casado,universitario,6,no,no,chat,3,junio,315,1,0,no
2648,51,informal,casado,bachillerato,53,si,no,celular,20,agosto,293,2,0,no
2649,33,informal,casado,bachillerato,66,si,no,celular,3,febrero,439,3,0,no
2650,54,profesor,casado,bachillerato,21,si,no,chat,19,mayo,198,1,0,no
2651,44,administrador,casado,bachillerato,31,si,no,chat,15,mayo,770,2,0,no
2652,50,emprendedor,casado,bachillerato,50,si,no,telefono,30,julio,340,2,0,no
2653,45,informal,soltero,bachillerato,34,si,no,celular,26,abril,1472,1,4,si
2654,36,administrador,casado,universitario,62,si,no,celular,4,agosto,293,1,2,si
2655,42,empresario,casado,bachillerato,52,si,no,celular,2,marzo,311,2,0,si
2656,37,empresario,casado,bachillerato,71,si,no,celular,18,noviembre,291,2,0,no
2657,28,profesor,soltero,bachillerato,22,si,si,chat,21,mayo,965,2,0,no
2658,56,independiente,casado,bachillerato,19,no,si,chat,9,junio,594,1,0,no
2659,59,independiente,casado,bachillerato,47,si,no,celular,12,mayo,139,2,1,no
2660,32,desempleado,casado,bachillerato,51,si,no,chat,6,mayo,501,4,0,no
2661,57,pensionado,casado,primaria,4,si,no,celular,15,julio,274,1,0,no
2662,49,independiente,soltero,bachillerato,38,si,no,telefono,21,noviembre,10,3,0,no
2663,56,emprendedor,casado,técnico,61,no,no,chat,20,junio,18,2,0,no
2664,48,independiente,divorciado,técnico,47,no,no,celular,14,mayo,243,1,0,no
2665,27,estudiante,soltero,universitario,50,si,no,celular,22,mayo,198,1,6,si
2666,31,administrador,soltero,universitario,42,si,no,celular,16,julio,410,2,0,no
2667,28,informal,soltero,bachillerato,47,no,no,chat,19,mayo,190,1,0,no
2668,36,administrador,casado,universitario,54,no,no,chat,28,mayo,121,1,0,no
2669,58,amadiciembreasa,casado,primaria,29,si,no,telefono,9,julio,148,1,0,no
2670,46,independiente,casado,bachillerato,57,si,si,celular,20,abril,239,2,2,no
2671,32,administrador,soltero,universitario,45,si,no,celular,7,agosto,90,3,0,no
2672,39,profesor,casado,bachillerato,7,no,no,chat,6,junio,29,1,0,no
2673,35,independiente,casado,universitario,59,si,no,celular,2,abril,58,1,1,no
2674,31,administrador,casado,universitario,67,si,no,celular,18,julio,1139,2,0,si
2675,29,administrador,soltero,universitario,60,no,no,celular,5,agosto,504,1,1,si
2676,48,informal,casado,primaria,60,no,no,celular,5,agosto,348,1,0,no
2677,60,pensionado,casado,primaria,19,no,no,telefono,30,julio,130,3,0,no
2678,74,pensionado,casado,bachillerato,35,no,no,celular,26,enero,100,1,1,no
2679,30,profesor,casado,bachillerato,65,si,no,chat,29,mayo,544,1,0,no
2680,52,independiente,soltero,primaria,20,no,no,chat,19,mayo,182,11,0,no
2681,24,informal,casado,bachillerato,2,si,no,celular,2,abril,90,1,0,no
2682,29,profesor,casado,bachillerato,31,si,no,chat,28,mayo,272,2,0,no
2683,33,amadiciembreasa,casado,primaria,30,si,no,celular,11,julio,260,2,0,no
2684,34,informal,casado,bachillerato,54,si,si,chat,8,mayo,672,3,0,no
2685,45,independiente,divorciado,bachillerato,55,no,no,celular,29,octubre,264,1,0,si
2686,31,informal,casado,bachillerato,27,no,si,telefono,15,julio,275,2,0,no
2687,45,empresario,casado,bachillerato,44,no,no,celular,23,octubre,76,1,0,no
2688,27,profesor,casado,bachillerato,19,si,no,chat,4,junio,749,2,0,no
2689,30,administrador,soltero,universitario,40,no,no,celular,25,agosto,142,4,0,no
2690,45,informal,casado,primaria,51,no,no,celular,26,agosto,454,2,0,no
2691,57,informal,casado,bachillerato,60,si,si,celular,18,mayo,102,2,5,no
2692,34,administrador,casado,universitario,54,no,no,telefono,30,enero,521,3,7,no
2693,40,independiente,casado,bachillerato,40,si,si,celular,17,noviembre,57,1,0,no
2694,39,administrador,casado,universitario,32,no,no,celular,9,abril,504,1,0,no
2695,46,empresario,casado,universitario,60,no,no,celular,11,agosto,138,3,0,no
2696,55,administrador,divorciado,universitario,52,si,no,celular,5,junio,103,2,1,si
2697,25,administrador,soltero,universitario,47,no,no,celular,17,febrero,485,1,0,si
2698,34,administrador,casado,universitario,26,no,no,celular,5,agosto,166,1,0,no
2699,37,informal,casado,primaria,3,si,no,celular,8,mayo,318,2,1,no
2700,64,pensionado,divorciado,universitario,47,no,no,celular,3,julio,531,3,0,no
2701,45,empresario,divorciado,bachillerato,20,si,no,celular,13,mayo,155,2,4,no
2702,57,amadiciembreasa,casado,bachillerato,41,si,no,telefono,10,julio,73,1,0,no
2703,21,estudiante,soltero,técnico,25,si,no,chat,12,mayo,198,3,0,no
2704,58,amadiciembreasa,casado,bachillerato,10,no,no,telefono,14,agosto,137,1,0,no
2705,41,informal,soltero,bachillerato,5,si,no,chat,1,julio,479,9,0,si
2706,41,administrador,casado,técnico,44,si,no,chat,9,mayo,285,1,0,no
2707,58,administrador,casado,universitario,30,si,no,celular,8,mayo,98,1,0,no
2708,33,administrador,casado,universitario,6,si,no,celular,15,mayo,199,2,3,no
2709,32,administrador,casado,universitario,67,si,si,celular,18,julio,97,3,0,no
2710,44,profesor,divorciado,bachillerato,65,si,no,chat,4,junio,389,5,0,no
2711,47,desconocido,casado,técnico,68,no,no,celular,7,agosto,384,1,4,no
2712,41,independiente,casado,primaria,25,no,no,chat,6,junio,37,3,0,no
2713,54,empresario,casado,universitario,2,no,no,celular,8,agosto,420,4,0,no
2714,47,empresario,divorciado,universitario,9,si,no,telefono,7,mayo,973,1,1,no
2715,32,administrador,soltero,universitario,57,no,no,celular,28,agosto,77,4,0,no
2716,59,amadiciembreasa,casado,universitario,17,no,si,celular,29,julio,376,2,0,no
2717,29,empresario,soltero,universitario,3,no,no,celular,2,febrero,125,1,0,si
2718,48,profesor,casado,bachillerato,50,no,no,celular,20,agosto,142,2,0,no
2719,32,empresario,soltero,bachillerato,4,si,no,celular,18,mayo,442,1,8,si
2720,46,administrador,divorciado,bachillerato,28,no,si,celular,29,agosto,728,2,0,no
2721,31,informal,soltero,primaria,60,no,no,chat,21,mayo,281,3,0,no
2722,53,informal,casado,bachillerato,38,no,no,celular,22,agosto,528,2,0,si
2723,34,empresario,soltero,universitario,26,si,no,celular,20,noviembre,128,5,0,no
2724,48,profesor,soltero,técnico,62,si,no,chat,16,junio,71,1,0,no
2725,32,empresario,casado,bachillerato,66,no,no,celular,20,agosto,161,4,0,no
2726,31,administrador,casado,bachillerato,25,si,no,celular,12,agosto,129,4,0,no
2727,27,informal,soltero,primaria,46,si,no,celular,15,mayo,54,2,0,no
2728,60,independiente,casado,bachillerato,60,si,no,celular,11,mayo,443,1,1,no
2729,34,informal,soltero,universitario,54,si,no,chat,6,mayo,136,1,0,no
2730,52,independiente,casado,bachillerato,13,no,si,chat,6,junio,44,1,0,no
2731,48,informal,casado,bachillerato,44,si,si,celular,15,mayo,1181,9,0,no
2732,45,empresario,casado,primaria,55,no,no,chat,9,junio,225,2,0,no
2733,54,empresario,divorciado,bachillerato,57,si,no,celular,30,enero,81,1,0,no
2734,52,profesor,casado,bachillerato,50,no,no,celular,10,julio,224,1,0,no
2735,47,emprendedor,casado,universitario,30,si,no,celular,29,julio,189,4,0,no
2736,54,desconocido,casado,bachillerato,51,no,no,celular,26,mayo,98,2,0,no
2737,34,informal,casado,bachillerato,53,si,si,celular,19,noviembre,50,1,0,no
2738,39,empresario,soltero,universitario,7,no,no,celular,18,agosto,195,10,0,no
2739,46,empresario,casado,bachillerato,58,no,no,celular,7,agosto,110,2,0,no
2740,26,desempleado,soltero,bachillerato,68,no,no,celular,28,enero,214,1,0,no
2741,37,empresario,soltero,bachillerato,15,si,no,chat,19,mayo,182,8,0,no
2742,47,informal,casado,bachillerato,44,si,no,celular,17,abril,239,2,0,no
2743,35,empresario,casado,bachillerato,36,no,si,celular,12,agosto,179,6,0,no
2744,57,desempleado,casado,primaria,39,no,no,chat,9,junio,540,1,0,no
2745,34,administrador,casado,universitario,1,si,no,celular,18,mayo,566,2,4,no
2746,47,empresario,casado,bachillerato,48,no,no,celular,18,agosto,697,4,0,si
2747,27,empresario,casado,bachillerato,27,si,no,chat,15,mayo,98,2,0,no
2748,40,informal,casado,bachillerato,57,si,si,celular,16,julio,1018,2,0,si
2749,39,empresario,casado,bachillerato,70,no,no,celular,5,febrero,221,1,1,no
2750,36,emprendedor,casado,universitario,23,no,no,telefono,30,octubre,246,1,0,no
2751,42,empresario,soltero,bachillerato,29,no,no,celular,21,agosto,656,2,0,no
2752,23,informal,soltero,primaria,54,si,no,chat,3,junio,281,1,0,no
2753,34,administrador,casado,universitario,41,si,no,chat,8,mayo,65,1,0,no
2754,34,informal,casado,bachillerato,49,si,si,chat,26,mayo,193,5,0,no
2755,49,profesor,casado,bachillerato,53,no,no,celular,17,noviembre,283,1,0,no
2756,57,informal,casado,primaria,45,no,si,chat,20,junio,78,4,0,no
2757,59,pensionado,casado,técnico,13,no,no,chat,8,mayo,425,6,0,no
2758,57,independiente,casado,universitario,63,no,no,celular,7,agosto,238,2,0,no
2759,34,informal,casado,bachillerato,54,si,no,celular,6,mayo,182,1,8,no
2760,61,administrador,casado,bachillerato,47,no,no,celular,18,agosto,998,6,0,si
2761,35,informal,divorciado,bachillerato,43,si,no,chat,8,mayo,477,1,0,no
2762,42,administrador,casado,universitario,23,no,no,celular,4,noviembre,158,1,0,no
2763,57,profesor,casado,universitario,21,no,no,telefono,8,julio,320,3,0,no
2764,42,informal,casado,bachillerato,2,si,no,celular,13,mayo,149,1,2,no
2765,53,pensionado,casado,bachillerato,66,si,si,celular,14,mayo,410,5,0,no
2766,63,pensionado,casado,universitario,67,si,no,celular,13,febrero,104,2,0,no
2767,47,independiente,casado,bachillerato,66,no,no,chat,20,junio,454,6,0,no
2768,54,profesor,casado,bachillerato,1,si,no,chat,13,mayo,190,1,0,no
2769,45,independiente,casado,bachillerato,37,no,no,celular,19,agosto,145,10,0,no
2770,28,administrador,soltero,universitario,12,si,no,telefono,2,febrero,318,2,0,no
2771,58,desempleado,casado,bachillerato,57,si,no,telefono,29,julio,246,2,0,no
2772,48,administrador,soltero,universitario,11,no,no,celular,21,julio,761,2,0,no
2773,35,administrador,divorciado,universitario,19,si,no,telefono,29,octubre,171,1,0,si
2774,37,independiente,casado,universitario,72,no,no,chat,6,junio,143,1,0,no
2775,37,informal,casado,bachillerato,12,si,no,chat,6,junio,968,1,0,no
2776,37,administrador,casado,primaria,31,no,no,celular,2,julio,154,1,1,no
2777,25,profesor,soltero,bachillerato,35,no,no,celular,15,julio,246,1,0,no
2778,58,informal,casado,bachillerato,57,si,no,celular,13,mayo,201,1,0,no
2779,52,administrador,casado,bachillerato,20,si,no,celular,22,julio,81,4,0,no
2780,19,estudiante,soltero,bachillerato,34,no,no,celular,16,julio,205,1,0,si
2781,59,informal,casado,bachillerato,16,si,no,celular,5,mayo,200,3,0,no
2782,41,empresario,casado,bachillerato,56,si,si,chat,8,mayo,210,2,0,no
2783,34,empresario,soltero,universitario,27,no,no,celular,22,agosto,215,10,0,no
2784,35,empresario,soltero,bachillerato,62,si,no,celular,4,mayo,164,2,4,no
2785,41,empresario,casado,bachillerato,58,no,no,chat,16,junio,35,6,0,no
2786,28,informal,soltero,bachillerato,1,si,no,chat,28,mayo,615,1,0,no
2787,53,administrador,divorciado,bachillerato,55,no,si,celular,11,agosto,246,3,0,no
2788,35,profesor,casado,bachillerato,25,no,si,telefono,9,julio,42,1,0,no
2789,33,independiente,soltero,universitario,2,no,no,celular,8,julio,217,1,0,no
2790,37,empresario,soltero,bachillerato,34,si,no,chat,26,mayo,210,1,0,no
2791,32,empresario,casado,bachillerato,17,si,no,chat,26,mayo,116,4,0,no
2792,32,informal,casado,bachillerato,29,si,no,chat,3,junio,200,1,0,no
2793,54,profesor,casado,técnico,35,si,no,chat,15,mayo,145,4,0,no
2794,44,informal,casado,bachillerato,38,si,no,chat,5,junio,41,1,0,no
2795,36,empresario,divorciado,universitario,47,si,no,celular,18,noviembre,192,2,0,no
2796,56,independiente,casado,bachillerato,2,si,no,celular,17,noviembre,80,2,2,no
2797,30,administrador,soltero,universitario,21,no,no,chat,20,mayo,121,11,0,no
2798,36,informal,casado,bachillerato,30,si,no,chat,23,mayo,106,3,0,no
2799,43,administrador,casado,universitario,41,no,no,celular,20,noviembre,230,1,0,no
2800,40,empresario,casado,bachillerato,20,si,no,chat,29,mayo,125,2,0,no
2801,32,empresario,soltero,universitario,21,si,si,celular,11,agosto,67,1,0,no
2802,34,informal,casado,bachillerato,13,si,si,chat,2,junio,26,1,0,no
2803,37,profesor,casado,bachillerato,43,no,no,chat,15,mayo,395,2,0,no
2804,28,independiente,soltero,bachillerato,42,no,no,celular,29,enero,603,2,0,no
2805,35,desconocido,casado,primaria,25,no,no,celular,7,julio,185,2,0,no
2806,53,informal,soltero,bachillerato,52,no,no,celular,28,enero,287,2,0,no
2807,60,independiente,casado,técnico,45,si,no,celular,26,mayo,149,1,0,no
2808,40,emprendedor,casado,bachillerato,60,si,si,celular,18,noviembre,173,7,0,no
2809,57,pensionado,casado,primaria,14,no,no,celular,28,agosto,118,2,0,no
2810,29,empresario,soltero,bachillerato,51,no,no,chat,19,mayo,314,1,0,no
2811,44,informal,casado,primaria,66,si,no,celular,7,mayo,378,1,0,no
2812,41,independiente,soltero,bachillerato,3,no,no,telefono,21,noviembre,94,7,3,no
2813,47,empresario,casado,bachillerato,11,si,si,celular,25,agosto,108,4,0,no
2814,43,empresario,casado,universitario,26,no,no,celular,5,agosto,203,2,0,no
2815,37,empresario,soltero,bachillerato,62,no,no,celular,13,mayo,121,1,0,no
2816,34,empresario,soltero,universitario,62,si,no,chat,16,mayo,489,2,0,no
2817,30,informal,soltero,bachillerato,27,si,si,chat,8,mayo,287,1,0,no
2818,57,emprendedor,divorciado,bachillerato,60,si,no,celular,11,mayo,652,1,4,no
2819,26,independiente,soltero,bachillerato,53,si,no,celular,13,mayo,612,2,3,no
2820,34,administrador,casado,universitario,67,si,no,celular,25,julio,53,5,0,no
2821,46,empresario,divorciado,bachillerato,72,no,si,telefono,17,octubre,270,1,0,si
2822,38,emprendedor,casado,universitario,22,si,no,celular,18,mayo,442,1,0,si
2823,37,empresario,soltero,bachillerato,68,no,no,celular,12,agosto,664,3,0,si
2824,28,administrador,soltero,universitario,49,no,no,celular,14,septiembre,394,2,0,no
2825,57,informal,casado,primaria,61,no,no,chat,9,junio,230,3,0,no
2826,39,administrador,casado,universitario,8,si,no,celular,11,mayo,877,7,2,si
2827,49,profesor,casado,bachillerato,72,no,no,telefono,9,febrero,1971,4,0,si
2828,38,empresario,casado,bachillerato,60,si,no,celular,21,agosto,161,2,0,no
2829,27,informal,casado,bachillerato,26,si,no,chat,3,junio,188,5,0,no
2830,30,independiente,casado,bachillerato,36,si,no,celular,18,mayo,23,5,0,no
2831,38,independiente,casado,universitario,22,no,no,celular,5,agosto,176,2,0,no
2832,36,administrador,casado,universitario,47,no,no,telefono,3,febrero,26,2,1,no
2833,38,pensionado,soltero,técnico,61,no,no,chat,19,junio,212,1,0,no
2834,59,amadiciembreasa,casado,primaria,68,no,no,celular,13,agosto,119,2,0,no
2835,37,administrador,casado,universitario,2,si,no,celular,7,agosto,205,5,0,no
2836,29,independiente,casado,universitario,20,si,no,chat,3,junio,73,4,0,no
2837,43,informal,casado,bachillerato,42,si,si,celular,20,noviembre,1258,2,2,si
2838,33,empresario,casado,bachillerato,28,si,no,telefono,29,agosto,57,2,0,no
2839,54,amadiciembreasa,divorciado,bachillerato,28,no,no,chat,5,junio,115,2,0,no
2840,55,profesor,casado,bachillerato,33,no,no,chat,19,junio,58,1,0,no
2841,32,empresario,soltero,universitario,54,si,no,celular,11,agosto,238,1,0,no
2842,48,administrador,casado,primaria,20,si,no,telefono,20,noviembre,207,3,0,no
2843,33,administrador,soltero,universitario,34,si,no,celular,3,junio,178,2,0,no
2844,46,independiente,casado,bachillerato,13,si,no,chat,14,mayo,20,11,0,no
2845,44,administrador,casado,universitario,49,no,no,celular,11,marzo,188,3,0,si
2846,47,informal,casado,primaria,55,si,no,celular,14,mayo,143,1,2,no
2847,38,empresario,casado,bachillerato,21,no,no,celular,25,noviembre,232,1,4,si
2848,80,pensionado,casado,bachillerato,57,no,no,celular,7,diciembre,127,2,0,no
2849,40,independiente,casado,bachillerato,18,si,si,celular,8,mayo,380,4,1,no
2850,43,emprendedor,casado,universitario,70,si,no,celular,19,noviembre,167,3,0,no
2851,32,empresario,soltero,universitario,62,no,no,celular,22,mayo,796,1,1,si
2852,39,administrador,casado,universitario,30,no,no,celular,13,septiembre,303,2,0,no
2853,33,empresario,casado,bachillerato,70,si,no,celular,17,abril,407,2,0,no
2854,31,empresario,soltero,bachillerato,3,no,si,celular,16,julio,229,1,0,no
2855,36,administrador,soltero,universitario,16,no,no,celular,11,agosto,108,2,0,no
2856,35,administrador,soltero,universitario,48,si,no,celular,25,mayo,265,1,0,no
2857,25,profesor,soltero,bachillerato,64,no,no,telefono,25,julio,168,1,0,no
2858,33,administrador,soltero,bachillerato,24,si,no,celular,17,abril,97,1,0,no
2859,23,informal,soltero,primaria,25,si,no,celular,15,mayo,169,1,1,no
2860,31,administrador,soltero,universitario,40,no,no,celular,23,septiembre,103,2,2,no
2861,36,administrador,casado,universitario,63,si,si,chat,3,junio,599,3,0,no
2862,44,empresario,soltero,universitario,55,si,no,celular,29,enero,322,2,0,no
2863,31,administrador,soltero,universitario,5,si,no,chat,21,mayo,304,1,0,no
2864,55,informal,casado,primaria,60,si,no,celular,12,mayo,52,3,0,no
2865,51,amadiciembreasa,divorciado,bachillerato,9,no,no,celular,18,julio,655,4,0,si
2866,36,independiente,casado,bachillerato,66,si,si,celular,9,febrero,101,2,0,no
2867,27,desempleado,soltero,universitario,14,no,no,celular,3,febrero,65,2,0,no
2868,40,profesor,casado,bachillerato,15,si,no,celular,15,mayo,173,4,0,no
2869,49,profesor,casado,bachillerato,26,si,no,telefono,14,julio,162,3,0,no
2870,59,pensionado,casado,primaria,58,no,no,celular,14,agosto,78,2,0,no
2871,32,administrador,casado,universitario,60,si,no,celular,14,mayo,646,5,0,si
2872,42,pensionado,soltero,universitario,22,no,no,celular,30,enero,114,2,0,no
2873,35,administrador,divorciado,universitario,23,si,no,chat,4,junio,141,6,0,no
2874,29,informal,soltero,bachillerato,70,si,no,celular,15,mayo,133,4,0,no
2875,29,empresario,soltero,bachillerato,8,si,no,chat,6,junio,1994,2,0,no
2876,37,informal,soltero,bachillerato,38,no,no,celular,6,mayo,140,2,0,no
2877,49,independiente,casado,primaria,49,si,no,celular,15,mayo,82,3,0,no
2878,51,profesor,divorciado,bachillerato,40,si,no,celular,17,noviembre,150,1,0,no
2879,61,amadiciembreasa,casado,primaria,6,no,no,celular,27,abril,605,1,1,no
2880,43,administrador,casado,bachillerato,26,si,no,telefono,18,noviembre,164,1,2,no
2881,42,profesor,casado,universitario,4,si,no,celular,19,noviembre,36,1,0,no
2882,24,informal,casado,bachillerato,11,si,si,chat,27,mayo,290,2,0,no
2883,46,independiente,casado,universitario,52,no,no,telefono,29,julio,104,2,0,no
2884,23,independiente,soltero,bachillerato,49,no,no,chat,12,mayo,413,1,0,no
2885,26,profesor,soltero,bachillerato,27,si,no,celular,12,agosto,153,1,0,no
2886,43,informal,divorciado,primaria,43,si,no,chat,15,mayo,237,2,0,no
2887,35,empresario,soltero,universitario,21,si,no,celular,25,julio,743,13,0,si
2888,38,empresario,casado,bachillerato,15,no,no,celular,28,agosto,82,4,0,no
2889,56,desempleado,divorciado,primaria,29,no,no,celular,15,julio,924,4,0,no
2890,31,profesor,casado,bachillerato,17,si,no,chat,17,junio,117,3,0,no
2891,32,administrador,soltero,universitario,69,no,no,celular,5,febrero,550,4,0,si
2892,28,profesor,soltero,bachillerato,38,no,si,chat,24,agosto,5,1,0,no
2893,26,independiente,divorciado,bachillerato,39,si,no,chat,13,mayo,181,5,0,no
2894,49,administrador,casado,universitario,28,no,no,celular,17,noviembre,325,2,0,no
