edad;ocupación;est_civil;nivel_educativo;contrato_meses;Cred_hipotecario;Cred_personal;Medio_contacto;Dia;Mes;duracion_seg;cont_campaña_actual;campañas_previas;aceptacion_TC
37;emprendedor;divorciado;universitario;2;no;no;celular;18;noviembre;1164;2;0;si
43;independiente;casado;bachillerato;44;si;no;celular;17;julio;674;3;0;no
40;administrador;casado;técnico;66;si;no;celular;10;julio;347;1;0;no
44;administrador;casado;primaria;3;si;no;celular;22;julio;712;6;0;si
38;independiente;soltero;bachillerato;43;no;no;celular;20;noviembre;48;2;0;no
58;administrador;divorciado;universitario;56;si;si;celular;17;noviembre;279;1;0;no
24;informal;soltero;bachillerato;9;si;no;chat;16;mayo;236;2;0;no
53;profesor;casado;bachillerato;58;si;no;celular;18;julio;91;2;0;no
36;informal;casado;bachillerato;7;si;si;celular;18;mayo;15;8;0;no
28;informal;casado;primaria;34;si;no;celular;6;mayo;161;1;1;no
45;informal;casado;primaria;71;si;si;chat;16;mayo;187;19;0;no
32;independiente;soltero;universitario;26;si;no;celular;19;noviembre;100;1;1;no
46;independiente;casado;bachillerato;36;si;si;celular;8;julio;214;4;0;no
28;informal;soltero;bachillerato;42;si;si;celular;17;abril;406;1;1;no
51;desempleado;casado;bachillerato;25;si;no;celular;13;mayo;361;1;1;no
51;informal;casado;primaria;23;no;no;chat;17;junio;30;3;0;no
30;empresario;soltero;bachillerato;48;si;no;chat;4;junio;99;2;0;no
39;empresario;casado;bachillerato;36;si;no;chat;14;mayo;202;2;0;no
28;informal;casado;primaria;5;si;no;chat;26;junio;318;2;0;no
31;administrador;soltero;universitario;52;no;no;celular;13;agosto;275;12;0;no
31;informal;casado;primaria;71;si;si;chat;12;mayo;59;4;0;no
38;administrador;casado;universitario;57;no;no;celular;29;agosto;70;4;0;no
31;informal;soltero;bachillerato;55;si;no;celular;14;abril;1126;1;1;no
74;pensionado;divorciado;bachillerato;6;no;no;celular;19;octubre;343;3;0;si
40;administrador;soltero;universitario;37;si;no;celular;23;febrero;228;2;6;si
43;empresario;casado;bachillerato;7;si;no;celular;11;agosto;209;2;0;no
34;empresario;soltero;universitario;30;si;no;celular;13;abril;709;1;0;si
54;administrador;divorciado;universitario;8;no;no;celular;11;marzo;275;2;0;no
51;informal;casado;primaria;33;si;no;celular;12;mayo;51;2;3;no
33;informal;casado;bachillerato;31;no;si;chat;3;julio;267;1;0;no
41;empresario;casado;universitario;57;no;no;chat;20;junio;95;1;0;no
33;administrador;soltero;universitario;62;no;no;celular;28;octubre;246;2;0;no
48;independiente;casado;bachillerato;32;no;si;celular;7;julio;46;1;0;no
42;independiente;divorciado;universitario;16;si;no;celular;8;mayo;144;3;0;no
35;administrador;soltero;universitario;39;no;no;celular;8;agosto;249;2;0;no
25;independiente;casado;bachillerato;7;si;no;chat;28;mayo;328;1;0;no
38;informal;soltero;primaria;72;si;si;chat;25;agosto;17;1;0;no
45;emprendedor;casado;bachillerato;54;si;no;chat;14;mayo;126;3;0;no
59;administrador;divorciado;universitario;57;si;no;celular;31;julio;52;8;0;no
47;administrador;casado;técnico;34;no;no;chat;9;junio;52;1;0;no
33;administrador;casado;universitario;11;si;no;celular;16;julio;285;5;0;no
59;administrador;casado;primaria;39;no;no;telefono;25;mayo;500;4;2;si
41;informal;divorciado;primaria;57;no;si;celular;15;julio;955;5;0;si
42;empresario;casado;bachillerato;44;si;no;celular;7;julio;216;5;0;no
51;empresario;divorciado;universitario;22;no;no;celular;28;agosto;84;7;0;no
45;administrador;casado;universitario;9;si;no;celular;6;mayo;138;3;0;no
30;administrador;casado;universitario;3;si;si;celular;21;noviembre;436;2;3;si
33;informal;soltero;bachillerato;7;si;no;celular;6;mayo;123;1;0;no
43;administrador;casado;universitario;44;no;no;celular;18;agosto;36;4;0;no
37;informal;casado;bachillerato;20;no;no;chat;16;junio;405;3;0;no
73;pensionado;casado;primaria;71;no;no;celular;15;octubre;103;1;0;no
43;informal;casado;bachillerato;5;si;no;chat;30;septiembre;175;1;0;no
52;desempleado;casado;primaria;24;no;si;celular;10;julio;374;3;0;no
44;administrador;casado;universitario;52;si;no;chat;4;junio;129;4;0;no
56;administrador;casado;universitario;58;no;si;telefono;9;julio;246;3;0;no
21;profesor;soltero;bachillerato;4;si;no;chat;29;mayo;107;2;0;no
43;desconocido;casado;universitario;9;no;no;chat;19;junio;385;1;0;no
54;administrador;casado;primaria;68;no;si;celular;20;noviembre;104;3;0;no
59;empresario;casado;primaria;25;no;no;celular;14;enero;309;1;10;si
52;informal;casado;primaria;70;si;no;celular;6;mayo;198;2;2;no
31;independiente;soltero;bachillerato;12;si;no;chat;26;mayo;543;2;0;si
53;independiente;casado;bachillerato;22;no;si;celular;18;julio;143;7;0;no
24;empresario;soltero;bachillerato;6;si;no;chat;19;mayo;23;1;0;no
57;pensionado;casado;bachillerato;59;no;si;chat;30;junio;104;2;0;no
48;empresario;casado;bachillerato;22;si;no;celular;2;septiembre;378;2;1;si
57;empresario;casado;bachillerato;16;si;no;celular;17;noviembre;364;1;0;no
51;empresario;casado;bachillerato;36;no;si;celular;25;julio;363;6;0;no
50;administrador;divorciado;universitario;41;si;no;celular;24;julio;248;1;0;no
34;informal;casado;bachillerato;35;si;si;chat;27;mayo;157;2;0;no
43;informal;casado;primaria;39;si;no;chat;26;mayo;402;2;0;no
31;profesor;casado;bachillerato;16;si;no;chat;23;mayo;203;5;0;no
29;informal;casado;técnico;24;si;no;celular;6;mayo;422;1;1;no
39;informal;casado;primaria;2;si;no;celular;21;noviembre;44;1;0;no
36;administrador;soltero;universitario;33;si;no;chat;30;mayo;358;4;0;no
38;desempleado;soltero;universitario;5;no;no;celular;6;febrero;39;2;0;no
56;administrador;divorciado;universitario;44;si;no;telefono;18;mayo;325;1;0;no
41;amadiciembreasa;divorciado;primaria;11;si;no;celular;18;noviembre;238;3;4;no
47;empresario;casado;bachillerato;68;si;no;celular;30;abril;968;1;5;si
38;administrador;soltero;universitario;6;si;no;celular;17;abril;156;1;3;no
80;pensionado;casado;bachillerato;28;no;no;telefono;6;abril;681;1;11;no
37;profesor;casado;bachillerato;17;si;no;celular;20;noviembre;187;2;0;no
44;administrador;soltero;universitario;33;si;si;celular;15;mayo;104;10;0;no
33;informal;soltero;bachillerato;55;no;no;celular;6;febrero;860;2;0;si
53;empresario;casado;bachillerato;37;no;si;celular;13;agosto;112;2;0;no
69;pensionado;casado;universitario;35;no;no;celular;7;julio;112;1;1;no
46;empresario;casado;bachillerato;36;si;no;chat;14;mayo;32;3;0;no
30;administrador;soltero;universitario;55;si;no;celular;17;marzo;325;2;0;si
31;independiente;soltero;bachillerato;41;no;no;celular;20;noviembre;410;1;0;no
38;administrador;divorciado;universitario;5;si;no;celular;20;noviembre;640;1;0;no
34;profesor;divorciado;bachillerato;34;no;no;chat;9;junio;118;1;0;no
48;desconocido;casado;técnico;37;no;no;celular;30;julio;166;2;0;no
46;informal;divorciado;primaria;5;no;no;celular;2;febrero;173;1;0;no
42;independiente;casado;bachillerato;33;si;no;chat;28;mayo;21;24;0;no
41;informal;casado;bachillerato;19;si;no;chat;14;mayo;89;7;0;no
33;informal;casado;bachillerato;54;si;no;celular;28;julio;151;3;0;no
39;informal;casado;primaria;6;no;no;chat;19;junio;112;4;0;no
27;estudiante;soltero;bachillerato;33;no;no;celular;30;enero;164;5;0;no
26;administrador;soltero;universitario;61;no;no;telefono;29;enero;145;2;1;no
38;administrador;soltero;universitario;59;si;no;celular;6;mayo;606;3;0;si
48;informal;casado;bachillerato;53;si;no;chat;26;mayo;105;1;0;no
54;profesor;casado;bachillerato;28;no;si;celular;9;julio;85;1;0;no
51;profesor;casado;bachillerato;72;no;no;celular;18;julio;439;3;0;no
47;empresario;casado;bachillerato;42;no;no;chat;29;mayo;278;1;0;no
53;empresario;casado;bachillerato;59;no;no;celular;13;agosto;205;4;0;no
35;informal;casado;primaria;69;si;no;celular;16;julio;221;1;0;no
58;administrador;casado;universitario;52;si;no;telefono;18;noviembre;52;3;3;no
52;administrador;divorciado;universitario;5;si;no;chat;12;junio;84;3;0;no
57;pensionado;casado;bachillerato;53;si;no;celular;15;mayo;476;3;0;no
52;administrador;casado;universitario;11;no;no;celular;20;noviembre;371;1;0;no
35;administrador;soltero;universitario;36;si;no;celular;17;abril;128;3;0;no
48;empresario;casado;bachillerato;60;si;no;chat;13;mayo;220;2;0;no
46;emprendedor;casado;universitario;52;no;no;telefono;14;julio;44;14;0;no
39;profesor;casado;bachillerato;42;si;no;chat;8;junio;30;1;2;no
38;independiente;divorciado;universitario;36;no;no;celular;7;mayo;330;1;1;no
34;emprendedor;casado;bachillerato;39;si;no;chat;30;agosto;28;1;0;no
47;emprendedor;casado;primaria;59;no;no;celular;12;mayo;908;1;0;no
35;administrador;divorciado;universitario;54;no;no;celular;16;abril;177;1;0;no
46;informal;divorciado;primaria;41;si;no;chat;9;mayo;113;4;0;no
27;independiente;soltero;bachillerato;57;si;no;telefono;15;mayo;289;8;0;no
31;informal;casado;bachillerato;56;si;no;celular;21;julio;357;1;0;no
31;administrador;soltero;universitario;50;no;no;celular;28;agosto;38;16;0;no
46;independiente;casado;bachillerato;69;si;no;celular;7;agosto;414;4;0;no
31;independiente;casado;bachillerato;58;si;no;celular;20;noviembre;257;2;0;no
33;administrador;casado;universitario;28;si;no;chat;19;agosto;480;1;0;si
42;amadiciembreasa;casado;primaria;18;no;no;celular;20;agosto;252;2;0;no
33;administrador;soltero;primaria;18;si;no;chat;20;mayo;151;1;0;no
40;amadiciembreasa;casado;primaria;63;no;no;celular;6;febrero;213;4;0;no
51;informal;casado;primaria;11;no;si;celular;27;agosto;119;12;0;no
31;desempleado;casado;universitario;69;no;no;celular;21;noviembre;161;2;0;no
62;pensionado;divorciado;universitario;17;no;no;celular;13;noviembre;227;2;0;si
24;estudiante;soltero;bachillerato;51;si;no;telefono;18;mayo;12;3;1;no
48;desempleado;casado;bachillerato;13;no;no;celular;14;enero;517;1;4;si
41;empresario;divorciado;bachillerato;47;si;no;celular;7;mayo;225;2;2;no
43;administrador;casado;universitario;54;si;no;chat;9;mayo;150;2;0;no
52;empresario;casado;bachillerato;17;no;si;celular;8;julio;89;1;0;no
54;informal;casado;primaria;61;si;no;chat;9;mayo;103;2;0;no
32;empresario;divorciado;universitario;36;no;no;celular;26;mayo;128;1;0;no
38;informal;casado;primaria;65;si;no;celular;20;noviembre;277;1;0;no
41;independiente;casado;primaria;32;si;no;chat;15;mayo;500;1;0;si
31;informal;soltero;primaria;8;si;no;telefono;14;mayo;113;2;0;no
35;amadiciembreasa;casado;universitario;37;si;no;celular;15;mayo;326;5;4;si
26;independiente;casado;bachillerato;30;no;no;chat;27;mayo;755;1;0;no
52;empresario;casado;universitario;63;no;no;celular;29;agosto;161;3;0;no
58;pensionado;casado;bachillerato;1;si;si;celular;17;noviembre;100;1;0;no
57;amadiciembreasa;casado;universitario;56;no;no;celular;4;agosto;142;2;0;no
34;administrador;casado;universitario;2;si;no;chat;8;mayo;214;2;0;no
59;informal;casado;primaria;21;no;no;celular;18;noviembre;167;2;0;no
27;empresario;soltero;bachillerato;43;no;si;celular;9;julio;676;5;0;no
42;emprendedor;casado;universitario;69;no;no;celular;9;julio;236;1;0;no
47;amadiciembreasa;soltero;universitario;59;no;no;chat;12;junio;993;6;0;si
33;informal;casado;bachillerato;19;si;si;celular;28;julio;83;12;0;no
31;profesor;soltero;bachillerato;45;si;no;celular;6;mayo;100;1;0;no
37;administrador;casado;universitario;67;si;no;celular;2;febrero;289;2;4;si
29;informal;casado;bachillerato;38;no;si;celular;8;julio;528;2;0;no
38;desempleado;casado;primaria;12;no;no;chat;12;junio;340;2;0;no
35;independiente;casado;bachillerato;29;no;no;celular;21;noviembre;33;3;0;no
31;empresario;soltero;bachillerato;24;no;no;telefono;17;abril;284;3;0;no
62;administrador;casado;universitario;67;no;no;telefono;6;agosto;245;3;0;si
32;empresario;soltero;universitario;26;si;no;celular;17;abril;115;1;0;no
31;profesor;casado;bachillerato;60;si;no;chat;5;mayo;730;2;0;no
51;informal;divorciado;primaria;37;si;no;celular;11;mayo;347;1;2;no
29;profesor;soltero;bachillerato;2;no;no;celular;17;julio;58;1;0;no
43;informal;casado;primaria;9;si;no;celular;17;julio;180;1;0;no
36;informal;casado;bachillerato;9;si;no;chat;2;junio;56;8;0;no
34;independiente;casado;primaria;5;si;no;chat;2;junio;326;3;0;no
29;profesor;casado;bachillerato;34;si;no;telefono;21;julio;342;9;0;no
57;pensionado;casado;bachillerato;46;no;si;celular;2;febrero;49;6;0;no
43;administrador;casado;universitario;15;no;no;celular;12;agosto;110;1;0;no
33;profesor;casado;bachillerato;34;no;no;celular;12;noviembre;253;1;4;si
60;administrador;casado;universitario;2;no;no;celular;14;agosto;636;2;0;no
51;empresario;casado;primaria;71;no;no;celular;19;agosto;137;2;0;no
40;independiente;soltero;bachillerato;21;no;no;celular;7;julio;173;1;0;no
51;empresario;casado;bachillerato;5;si;no;celular;18;julio;227;2;0;no
38;profesor;casado;bachillerato;39;si;si;chat;19;mayo;88;5;0;no
35;empresario;casado;bachillerato;29;si;no;chat;2;junio;426;3;0;no
47;empresario;casado;bachillerato;66;si;no;telefono;18;noviembre;195;3;8;no
45;informal;casado;primaria;27;no;no;celular;18;agosto;230;8;0;no
40;profesor;casado;bachillerato;59;si;no;celular;12;mayo;750;2;0;si
29;emprendedor;soltero;bachillerato;70;no;no;celular;30;enero;413;3;0;no
52;administrador;divorciado;universitario;60;si;no;chat;4;junio;104;2;0;no
26;empresario;casado;bachillerato;36;si;si;celular;5;mayo;138;1;0;no
31;informal;soltero;primaria;14;si;no;chat;29;mayo;334;2;0;no
55;profesor;casado;técnico;61;si;no;chat;30;mayo;868;1;0;no
35;profesor;casado;bachillerato;58;si;no;telefono;14;julio;102;14;0;no
56;administrador;divorciado;universitario;60;no;no;chat;28;mayo;77;3;0;no
28;informal;soltero;bachillerato;37;si;no;celular;1;septiembre;199;1;14;si
27;estudiante;soltero;bachillerato;67;si;no;chat;7;mayo;332;2;0;no
30;empresario;casado;bachillerato;49;no;no;celular;7;agosto;124;2;0;no
51;empresario;casado;universitario;9;no;no;celular;25;agosto;91;9;0;no
33;administrador;casado;bachillerato;26;si;no;celular;4;mayo;104;3;0;no
32;informal;soltero;bachillerato;25;si;no;celular;18;mayo;125;1;4;no
43;emprendedor;casado;bachillerato;36;si;no;celular;18;julio;635;3;0;si
46;informal;casado;primaria;32;no;si;celular;15;julio;90;1;0;no
32;administrador;casado;universitario;13;si;si;celular;25;julio;310;1;0;no
40;profesor;casado;bachillerato;36;si;no;celular;6;mayo;207;1;2;no
39;informal;casado;bachillerato;23;no;no;chat;12;junio;43;1;0;no
51;informal;casado;primaria;46;no;no;telefono;16;julio;126;4;0;no
46;independiente;soltero;bachillerato;9;si;no;celular;25;enero;137;1;1;no
43;informal;casado;primaria;59;si;si;chat;15;mayo;284;5;0;no
36;empresario;casado;universitario;54;no;no;celular;28;agosto;68;6;0;no
48;administrador;casado;universitario;31;no;no;celular;18;noviembre;67;1;0;no
26;independiente;soltero;bachillerato;11;si;si;celular;18;mayo;8;2;0;no
39;independiente;soltero;técnico;2;si;no;celular;11;mayo;62;1;0;no
47;administrador;casado;universitario;44;no;si;celular;7;julio;175;1;0;no
23;emprendedor;soltero;primaria;8;si;no;chat;13;mayo;395;2;0;si
54;administrador;divorciado;universitario;29;si;no;celular;11;febrero;27;1;3;no
38;independiente;casado;bachillerato;3;si;si;chat;6;mayo;195;1;0;no
33;empresario;casado;bachillerato;19;no;si;celular;4;febrero;254;2;0;no
35;independiente;divorciado;bachillerato;68;no;si;celular;8;julio;199;1;0;no
52;profesor;casado;bachillerato;31;no;no;celular;26;agosto;73;17;0;no
25;empresario;soltero;universitario;22;si;no;chat;14;mayo;351;1;0;no
29;administrador;casado;universitario;13;si;si;chat;7;mayo;1689;4;0;si
35;empresario;soltero;universitario;15;no;no;celular;21;noviembre;267;1;0;no
49;profesor;casado;bachillerato;10;no;no;chat;5;mayo;234;2;0;no
41;independiente;divorciado;bachillerato;57;no;no;celular;26;abril;234;10;0;no
32;administrador;casado;universitario;57;no;no;celular;20;agosto;94;4;0;no
29;independiente;soltero;bachillerato;47;si;no;chat;8;mayo;77;2;0;no
28;informal;casado;bachillerato;40;si;no;celular;15;mayo;242;1;0;no
59;pensionado;casado;bachillerato;10;no;no;celular;18;julio;247;4;0;no
34;emprendedor;casado;universitario;52;no;no;chat;9;junio;85;4;0;no
55;administrador;divorciado;universitario;39;no;no;celular;22;agosto;607;4;0;no
34;administrador;casado;universitario;71;si;no;celular;17;junio;485;2;4;si
24;estudiante;soltero;bachillerato;66;no;no;celular;27;octubre;184;1;2;si
42;empresario;divorciado;bachillerato;25;si;no;chat;26;mayo;258;1;0;no
34;administrador;soltero;técnico;30;si;no;celular;16;abril;156;1;7;no
34;independiente;casado;bachillerato;32;no;no;chat;21;mayo;160;1;0;no
51;independiente;casado;universitario;39;no;no;chat;16;junio;1021;1;0;no
58;informal;casado;primaria;65;si;no;celular;31;julio;5;25;0;no
44;empresario;casado;bachillerato;68;si;no;celular;27;enero;701;1;0;si
33;informal;casado;bachillerato;49;si;si;celular;18;mayo;732;2;5;si
34;administrador;casado;universitario;46;no;no;celular;10;agosto;122;1;0;no
34;independiente;casado;bachillerato;11;si;no;chat;7;mayo;559;1;0;no
42;informal;divorciado;bachillerato;36;si;si;chat;8;mayo;141;1;0;no
46;administrador;soltero;universitario;24;si;no;celular;21;julio;87;4;0;no
31;independiente;soltero;universitario;30;no;no;celular;5;febrero;577;1;0;no
39;emprendedor;casado;universitario;65;si;no;celular;11;julio;193;2;0;no
34;administrador;soltero;universitario;18;no;no;celular;28;agosto;210;5;0;no
47;empresario;casado;bachillerato;55;no;no;celular;6;agosto;732;2;0;no
42;profesor;divorciado;bachillerato;66;si;si;chat;6;mayo;121;2;0;no
48;informal;soltero;bachillerato;10;no;si;celular;21;noviembre;150;2;0;no
30;independiente;soltero;universitario;52;no;no;celular;21;noviembre;140;1;0;no
38;empresario;casado;bachillerato;33;si;no;celular;20;noviembre;386;2;0;no
24;profesor;casado;bachillerato;60;si;no;celular;11;mayo;733;2;0;si
34;empresario;casado;bachillerato;44;si;no;celular;19;noviembre;108;1;0;no
46;administrador;soltero;universitario;34;no;si;celular;17;noviembre;80;1;1;no
32;independiente;divorciado;bachillerato;15;si;no;chat;12;mayo;155;3;0;no
46;profesor;casado;bachillerato;16;si;si;celular;13;mayo;389;4;0;no
26;independiente;casado;universitario;62;si;no;celular;9;febrero;133;3;0;no
42;informal;casado;bachillerato;62;si;no;celular;21;noviembre;328;6;0;no
50;empresario;casado;bachillerato;43;si;no;celular;23;julio;119;2;0;no
41;informal;casado;primaria;6;si;no;chat;16;junio;87;6;0;no
34;independiente;soltero;bachillerato;67;no;si;celular;18;noviembre;162;1;3;no
32;profesor;casado;bachillerato;4;si;no;chat;15;mayo;294;2;0;no
58;amadiciembreasa;soltero;universitario;28;si;si;celular;16;julio;128;2;0;no
45;empresario;casado;bachillerato;20;si;no;celular;6;mayo;108;1;0;no
28;independiente;soltero;bachillerato;72;si;si;celular;6;febrero;172;2;0;no
35;empresario;casado;bachillerato;37;si;si;chat;14;mayo;208;5;0;no
39;profesor;casado;bachillerato;25;si;no;chat;20;mayo;212;2;0;no
49;desempleado;divorciado;universitario;48;no;no;celular;8;noviembre;148;1;2;no
50;administrador;casado;universitario;64;si;no;celular;4;febrero;99;1;0;no
37;administrador;casado;universitario;71;no;no;celular;3;febrero;185;1;1;si
45;informal;casado;primaria;14;no;no;celular;6;agosto;133;2;0;no
30;amadiciembreasa;soltero;bachillerato;56;no;no;celular;6;febrero;170;1;0;no
48;desempleado;casado;universitario;24;si;no;chat;19;mayo;668;7;0;no
36;administrador;soltero;universitario;27;si;no;celular;8;mayo;81;3;1;no
41;administrador;soltero;bachillerato;41;no;no;celular;12;junio;230;2;0;no
55;informal;casado;bachillerato;52;no;no;chat;5;mayo;287;1;0;no
70;pensionado;casado;primaria;65;no;no;celular;16;marzo;618;1;0;no
41;administrador;casado;universitario;25;si;no;celular;5;mayo;788;1;0;si
47;profesor;divorciado;bachillerato;12;no;no;celular;6;febrero;285;6;0;no
34;empresario;soltero;bachillerato;57;no;no;celular;21;agosto;163;2;0;no
33;administrador;soltero;universitario;29;no;no;celular;8;julio;159;1;0;no
58;pensionado;casado;bachillerato;6;si;no;celular;12;mayo;197;2;3;no
51;administrador;casado;universitario;14;no;no;celular;25;julio;212;2;0;no
45;administrador;casado;universitario;33;si;no;chat;29;mayo;44;15;0;no
55;independiente;casado;bachillerato;15;no;no;celular;23;septiembre;180;2;3;no
30;informal;soltero;primaria;32;no;no;chat;26;junio;11;1;0;no
33;administrador;soltero;bachillerato;39;si;no;chat;26;mayo;863;1;0;no
27;profesor;soltero;bachillerato;36;si;no;chat;7;mayo;388;7;0;no
59;pensionado;casado;bachillerato;30;si;no;chat;5;mayo;143;3;0;no
34;administrador;soltero;universitario;72;si;no;celular;7;mayo;191;1;1;no
47;empresario;divorciado;universitario;70;si;si;chat;27;mayo;62;2;0;no
44;informal;casado;primaria;31;si;no;chat;9;mayo;13;1;0;no
35;independiente;soltero;bachillerato;36;si;no;celular;13;mayo;1073;1;0;si
45;administrador;casado;universitario;4;si;no;celular;6;mayo;337;2;0;no
42;informal;casado;primaria;28;si;si;telefono;31;julio;88;10;0;no
38;empresario;casado;bachillerato;63;no;no;celular;2;junio;167;1;10;no
34;empresario;soltero;bachillerato;39;no;no;celular;29;agosto;96;4;0;no
35;empresario;casado;bachillerato;35;si;no;celular;13;abril;537;3;0;no
29;administrador;soltero;bachillerato;48;si;no;chat;27;mayo;5;3;0;no
58;pensionado;casado;bachillerato;48;no;no;celular;5;agosto;139;1;0;no
44;informal;soltero;primaria;14;si;no;chat;30;mayo;570;2;0;no
45;emprendedor;casado;universitario;17;si;no;celular;29;julio;100;3;0;no
43;informal;casado;bachillerato;9;si;no;chat;15;mayo;253;2;0;no
44;profesor;casado;bachillerato;45;si;no;celular;1;abril;525;2;0;no
30;empresario;soltero;bachillerato;46;no;no;celular;20;agosto;696;3;0;no
38;desempleado;casado;universitario;39;no;no;chat;26;mayo;535;6;0;no
50;empresario;casado;bachillerato;57;no;no;celular;6;agosto;131;3;0;no
21;estudiante;soltero;bachillerato;61;no;no;chat;20;agosto;6;1;0;no
38;emprendedor;casado;universitario;4;si;no;celular;5;febrero;105;1;0;no
42;independiente;casado;bachillerato;9;no;no;chat;19;junio;370;1;0;no
45;empresario;soltero;universitario;36;no;no;celular;29;agosto;29;14;0;no
34;emprendedor;casado;bachillerato;38;si;si;celular;5;mayo;184;1;6;no
48;empresario;casado;bachillerato;20;no;si;celular;3;febrero;47;2;3;no
34;profesor;casado;bachillerato;3;no;si;chat;2;julio;193;4;0;no
32;informal;casado;bachillerato;62;si;no;celular;16;julio;709;2;0;si
35;empresario;casado;universitario;63;no;no;celular;6;agosto;358;2;0;no
39;emprendedor;casado;universitario;65;si;no;chat;20;mayo;253;1;0;no
36;independiente;casado;universitario;13;si;no;chat;6;junio;197;3;0;no
35;empresario;casado;bachillerato;7;no;no;celular;22;agosto;94;2;0;no
57;profesor;divorciado;bachillerato;12;no;si;celular;22;julio;445;2;0;no
28;empresario;soltero;bachillerato;51;si;no;celular;15;mayo;153;1;2;no
43;independiente;casado;técnico;31;no;no;chat;18;junio;113;1;0;no
57;administrador;casado;bachillerato;61;no;no;celular;17;agosto;80;1;0;no
34;profesor;divorciado;bachillerato;35;si;no;chat;15;mayo;318;1;0;no
36;empresario;casado;universitario;57;si;no;celular;27;enero;100;1;1;no
47;administrador;divorciado;universitario;1;no;no;chat;20;junio;40;3;0;no
36;administrador;divorciado;universitario;12;si;no;chat;2;junio;55;25;0;no
33;administrador;casado;universitario;45;no;no;celular;20;noviembre;67;1;0;no
57;administrador;casado;universitario;4;no;no;celular;7;agosto;76;2;0;no
57;administrador;casado;universitario;48;si;no;chat;16;mayo;73;1;0;no
34;independiente;casado;bachillerato;57;si;no;chat;20;mayo;89;2;0;no
51;amadiciembreasa;divorciado;universitario;66;si;no;celular;19;agosto;109;3;0;no
54;informal;divorciado;primaria;29;no;no;celular;9;julio;98;1;0;no
52;independiente;soltero;universitario;34;si;no;chat;5;junio;21;17;0;no
43;emprendedor;casado;universitario;12;si;no;celular;18;noviembre;465;1;0;no
58;pensionado;soltero;primaria;42;no;no;celular;21;julio;106;3;0;no
53;independiente;casado;bachillerato;1;si;no;celular;20;abril;304;1;1;no
44;administrador;casado;bachillerato;48;no;no;celular;30;julio;342;3;0;no
29;administrador;soltero;universitario;68;no;no;chat;16;mayo;16;25;0;no
27;profesor;soltero;bachillerato;27;si;no;chat;28;mayo;543;2;0;si
35;informal;casado;primaria;37;no;no;celular;8;julio;338;3;0;no
40;independiente;casado;bachillerato;22;no;no;celular;22;agosto;197;5;0;no
34;informal;casado;bachillerato;22;si;si;chat;8;mayo;956;2;0;no
38;independiente;soltero;bachillerato;12;si;no;celular;12;mayo;95;1;9;no
32;profesor;casado;bachillerato;5;si;no;chat;15;mayo;546;9;0;no
41;independiente;casado;bachillerato;22;si;si;chat;30;mayo;124;4;0;no
25;informal;soltero;bachillerato;23;si;no;celular;7;julio;113;4;0;no
38;informal;divorciado;bachillerato;11;si;no;celular;7;mayo;245;3;0;no
26;empresario;soltero;bachillerato;72;si;no;celular;22;julio;188;2;0;no
37;empresario;soltero;universitario;1;no;no;celular;19;agosto;199;5;0;no
30;administrador;casado;universitario;54;si;no;celular;5;abril;470;7;3;si
36;profesor;casado;bachillerato;64;no;no;chat;14;mayo;90;1;0;no
33;administrador;casado;bachillerato;17;si;no;chat;23;mayo;350;5;0;no
33;independiente;soltero;universitario;22;si;no;celular;7;mayo;31;1;2;no
35;administrador;casado;universitario;31;si;no;celular;9;julio;156;1;0;no
24;profesor;casado;universitario;34;si;no;chat;27;mayo;299;1;0;no
29;desempleado;casado;bachillerato;31;no;no;celular;30;enero;510;2;0;no
54;informal;casado;bachillerato;48;si;no;celular;25;agosto;177;4;0;no
27;independiente;casado;bachillerato;46;no;no;celular;13;octubre;123;2;0;no
34;administrador;casado;bachillerato;68;no;no;celular;2;febrero;270;1;0;no
39;informal;casado;primaria;51;si;no;chat;16;mayo;225;4;0;no
38;administrador;casado;universitario;63;no;no;celular;28;enero;63;1;0;no
37;administrador;casado;universitario;46;si;no;chat;3;junio;247;13;0;no
26;profesor;soltero;bachillerato;31;si;si;celular;30;enero;206;5;3;no
36;emprendedor;casado;universitario;5;si;no;chat;6;mayo;168;2;0;no
35;administrador;soltero;universitario;7;si;no;chat;21;mayo;836;12;0;no
30;administrador;soltero;universitario;53;no;no;celular;8;agosto;131;2;0;no
25;empresario;soltero;bachillerato;5;si;si;chat;3;junio;89;1;0;no
34;empresario;casado;bachillerato;13;si;no;celular;29;agosto;116;4;0;no
52;desconocido;casado;técnico;49;no;no;chat;12;junio;58;1;0;no
39;independiente;casado;bachillerato;47;no;no;chat;6;septiembre;36;1;0;no
34;administrador;casado;bachillerato;58;si;no;celular;21;julio;240;2;0;no
34;administrador;soltero;bachillerato;61;no;no;celular;22;agosto;132;4;0;no
30;profesor;casado;bachillerato;21;si;si;celular;17;julio;544;1;0;no
33;profesor;casado;bachillerato;35;si;si;chat;8;mayo;266;1;0;no
30;estudiante;soltero;bachillerato;55;no;no;celular;4;febrero;443;2;0;no
51;informal;casado;primaria;52;si;no;celular;10;julio;324;1;0;no
36;profesor;soltero;bachillerato;46;si;no;celular;6;febrero;15;10;3;no
48;informal;casado;primaria;53;no;no;celular;28;enero;263;2;0;no
37;profesor;divorciado;bachillerato;18;si;no;chat;11;junio;199;1;0;no
